year,month,company,city,destination,price,seats,distance
2020,10,AZU,Aracaju,SBAR,1092.9,1,202
2020,10,AZU,Aracaju,SBAR,1287.9,1,202
2020,10,AZU,Aracaju,SBAR,1326.9,1,202
2020,10,AZU,Aracaju,SBAR,1554.9,1,202
2020,10,AZU,Aracaju,SBAR,2195.0,1,202
2020,10,AZU,Aracaju,SBAR,740.9,2,202
2020,10,AZU,Aracaju,SBAR,975.9,1,202
2020,10,AZU,Belem,SBBE,1023.9,1,1682
2020,10,AZU,Belem,SBBE,1089.49,1,1682
2020,10,AZU,Belem,SBBE,1118.9,2,1682
2020,10,AZU,Belem,SBBE,1152.9,1,1682
2020,10,AZU,Belem,SBBE,1431.9,1,1682
2020,10,AZU,Belem,SBBE,2294.9,1,1682
2020,10,AZU,Belem,SBBE,351.9,3,1682
2020,10,AZU,Belem,SBBE,356.9,2,1682
2020,10,AZU,Belem,SBBE,357.12,1,1682
2020,10,AZU,Belem,SBBE,367.9,1,1682
2020,10,AZU,Belem,SBBE,377.9,1,1682
2020,10,AZU,Belem,SBBE,399.9,2,1682
2020,10,AZU,Belem,SBBE,409.09,1,1682
2020,10,AZU,Belem,SBBE,426.9,2,1682
2020,10,AZU,Belem,SBBE,432.9,6,1682
2020,10,AZU,Belem,SBBE,434.41,2,1682
2020,10,AZU,Belem,SBBE,453.9,2,1682
2020,10,AZU,Belem,SBBE,472.9,4,1682
2020,10,AZU,Belem,SBBE,474.9,1,1682
2020,10,AZU,Belem,SBBE,475.9,3,1682
2020,10,AZU,Belem,SBBE,483.9,1,1682
2020,10,AZU,Belem,SBBE,512.9,1,1682
2020,10,AZU,Belem,SBBE,527.9,1,1682
2020,10,AZU,Belem,SBBE,533.54,1,1682
2020,10,AZU,Belem,SBBE,533.9,2,1682
2020,10,AZU,Belem,SBBE,575.44,2,1682
2020,10,AZU,Belem,SBBE,617.9,2,1682
2020,10,AZU,Belem,SBBE,670.9,2,1682
2020,10,AZU,Belem,SBBE,710.9,2,1682
2020,10,AZU,Belem,SBBE,731.08,1,1682
2020,10,AZU,Belem,SBBE,747.4,1,1682
2020,10,AZU,Belem,SBBE,755.9,1,1682
2020,10,AZU,Belem,SBBE,781.9,1,1682
2020,10,AZU,Belem,SBBE,814.9,1,1682
2020,10,AZU,Belem,SBBE,869.9,1,1682
2020,10,AZU,Belem,SBBE,894.9,1,1682
2020,10,AZU,Belem,SBBE,930.9,2,1682
2020,10,AZU,Belem,SBBE,934.9,1,1682
2020,10,AZU,Boa Vista,SBBV,1295.9,1,3092
2020,10,AZU,Boa Vista,SBBV,1379.9,1,3092
2020,10,AZU,Boa Vista,SBBV,1507.9,3,3092
2020,10,AZU,Boa Vista,SBBV,1670.9,1,3092
2020,10,AZU,Boa Vista,SBBV,1925.9,3,3092
2020,10,AZU,Boa Vista,SBBV,552.9,4,3092
2020,10,AZU,Boa Vista,SBBV,588.94,1,3092
2020,10,AZU,Boa Vista,SBBV,618.12,1,3092
2020,10,AZU,Boa Vista,SBBV,650.75,2,3092
2020,10,AZU,Boa Vista,SBBV,715.9,1,3092
2020,10,AZU,Boa Vista,SBBV,748.9,4,3092
2020,10,AZU,Boa Vista,SBBV,843.9,1,3092
2020,10,AZU,Boa Vista,SBBV,880.9,1,3092
2020,10,AZU,Campo Grande,SBCG,1036.9,1,2355
2020,10,AZU,Campo Grande,SBCG,1075.9,1,2355
2020,10,AZU,Campo Grande,SBCG,1326.9,1,2355
2020,10,AZU,Campo Grande,SBCG,1448.9,2,2355
2020,10,AZU,Campo Grande,SBCG,2294.9,1,2355
2020,10,AZU,Campo Grande,SBCG,298.06,9,2355
2020,10,AZU,Campo Grande,SBCG,308.9,8,2355
2020,10,AZU,Campo Grande,SBCG,309.87,2,2355
2020,10,AZU,Campo Grande,SBCG,316.6,1,2355
2020,10,AZU,Campo Grande,SBCG,327.9,8,2355
2020,10,AZU,Campo Grande,SBCG,364.08,1,2355
