year,month,company,city,destination,price,seats,distance
2021,11,AZU,Aracaju,SBAR,988.9,1,202
2021,11,AZU,Aracaju,SBAR,1088.9,2,202
2021,11,AZU,Aracaju,SBAR,1183.9,1,202
2021,11,AZU,Aracaju,SBAR,1200.9,2,202
2021,11,AZU,Aracaju,SBAR,1376.89,1,202
2021,11,AZU,Aracaju,SBAR,1528.88,1,202
2021,11,AZU,Aracaju,SBAR,1776.9,2,202
2021,11,AZU,Aracaju,SBAR,2110.9,2,202
2021,11,AZU,Belem,SBBE,427.9,2,1682
2021,11,AZU,Belem,SBBE,455.51,2,1682
2021,11,AZU,Belem,SBBE,482.9,2,1682
2021,11,AZU,Belem,SBBE,530.9,1,1682
2021,11,AZU,Belem,SBBE,535.9,2,1682
2021,11,AZU,Belem,SBBE,588.9,2,1682
2021,11,AZU,Belem,SBBE,630.9,2,1682
2021,11,AZU,Belem,SBBE,683.9,2,1682
2021,11,AZU,Belem,SBBE,715.9,1,1682
2021,11,AZU,Belem,SBBE,768.9,2,1682
2021,11,AZU,Belem,SBBE,779.9,3,1682
2021,11,AZU,Belem,SBBE,809.55,1,1682
2021,11,AZU,Belem,SBBE,840.89,1,1682
2021,11,AZU,Belem,SBBE,840.9,2,1682
2021,11,AZU,Belem,SBBE,845.9,1,1682
2021,11,AZU,Belem,SBBE,863.9,1,1682
2021,11,AZU,Belem,SBBE,934.89,1,1682
2021,11,AZU,Belem,SBBE,940.9,3,1682
2021,11,AZU,Belem,SBBE,955.9,1,1682
2021,11,AZU,Belem,SBBE,1000.9,1,1682
2021,11,AZU,Belem,SBBE,1001.9,2,1682
2021,11,AZU,Belem,SBBE,1093.9,1,1682
2021,11,AZU,Belem,SBBE,1095.89,1,1682
2021,11,AZU,Belem,SBBE,1100.89,1,1682
2021,11,AZU,Belem,SBBE,1100.9,1,1682
2021,11,AZU,Belem,SBBE,1175.9,1,1682
2021,11,AZU,Belem,SBBE,1195.89,1,1682
2021,11,AZU,Belem,SBBE,1241.9,1,1682
2021,11,AZU,Belem,SBBE,1336.89,1,1682
2021,11,AZU,Belem,SBBE,1532.9,1,1682
2021,11,AZU,Belem,SBBE,1835.88,1,1682
2021,11,AZU,Belem,SBBE,2499.9,2,1682
2021,11,AZU,Boa Vista,SBBV,753.9,1,3092
2021,11,AZU,Boa Vista,SBBV,773.18,1,3092
2021,11,AZU,Boa Vista,SBBV,942.9,3,3092
2021,11,AZU,Boa Vista,SBBV,1015.9,1,3092
2021,11,AZU,Boa Vista,SBBV,1036.9,2,3092
2021,11,AZU,Boa Vista,SBBV,1114.9,1,3092
2021,11,AZU,Boa Vista,SBBV,1209.9,1,3092
2021,11,AZU,Boa Vista,SBBV,1768.9,1,3092
2021,11,AZU,Boa Vista,SBBV,2066.9,1,3092
2021,11,AZU,Boa Vista,SBBV,2793.9,1,3092
2021,11,AZU,Campo Grande,SBCG,540.75,2,2355
2021,11,AZU,Campo Grande,SBCG,552.9,40,2355
2021,11,AZU,Campo Grande,SBCG,574.9,2,2355
2021,11,AZU,Campo Grande,SBCG,589.5,6,2355
2021,11,AZU,Campo Grande,SBCG,611.06,12,2355
2021,11,AZU,Campo Grande,SBCG,647.9,2,2355
2021,11,AZU,Campo Grande,SBCG,669.9,1,2355
2021,11,AZU,Campo Grande,SBCG,711.42,3,2355
2021,11,AZU,Campo Grande,SBCG,718.9,16,2355
2021,11,AZU,Campo Grande,SBCG,741.9,2,2355
2021,11,AZU,Campo Grande,SBCG,788.71,1,2355
2021,11,AZU,Campo Grande,SBCG,789.9,31,2355
2021,11,AZU,Campo Grande,SBCG,790.89,1,2355
2021,11,AZU,Campo Grande,SBCG,790.9,2,2355
2021,11,AZU,Campo Grande,SBCG,797.6,6,2355
2021,11,AZU,Campo Grande,SBCG,813.9,5,2355
2021,11,AZU,Campo Grande,SBCG,885.9,6,2355
2021,11,AZU,Campo Grande,SBCG,886.9,1,2355
2021,11,AZU,Campo Grande,SBCG,918.76,2,2355
2021,11,AZU,Campo Grande,SBCG,927.9,13,2355
2021,11,AZU,Campo Grande,SBCG,929.41,4,2355
2021,11,AZU,Campo Grande,SBCG,929.9,3,2355
2021,11,AZU,Campo Grande,SBCG,977.9,3,2355
2021,11,AZU,Campo Grande,SBCG,985.89,3,2355
2021,11,AZU,Campo Grande,SBCG,985.9,56,2355
2021,11,AZU,Campo Grande,SBCG,1005.45,1,2355
2021,11,AZU,Campo Grande,SBCG,1008.9,2,2355
2021,11,AZU,Campo Grande,SBCG,1013.9,6,2355
2021,11,AZU,Campo Grande,SBCG,1022.9,4,2355
2021,11,AZU,Campo Grande,SBCG,1080.89,1,2355
2021,11,AZU,Campo Grande,SBCG,1080.9,12,2355
2021,11,AZU,Campo Grande,SBCG,1091.64,1,2355
2021,11,AZU,Campo Grande,SBCG,1114.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1115.9,4,2355
2021,11,AZU,Campo Grande,SBCG,1123.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1167.68,1,2355
2021,11,AZU,Campo Grande,SBCG,1175.89,1,2355
2021,11,AZU,Campo Grande,SBCG,1261.9,11,2355
2021,11,AZU,Campo Grande,SBCG,1335.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1336.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1387.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1393.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1482.9,1,2355
2021,11,AZU,Campo Grande,SBCG,1608.73,1,2355
2021,11,AZU,Campo Grande,SBCG,1728.9,2,2355
2021,11,AZU,Campo Grande,SBCG,1764.9,1,2355
2021,11,AZU,Campo Grande,SBCG,2035.9,1,2355
2021,11,AZU,Campo Grande,SBCG,2087.88,2,2355
